iter	Logloss
0	0.4287852286
1	0.3593226442
2	0.3194418317
3	0.3034094784
4	0.2934478563
5	0.2805633912
6	0.2658079926
7	0.2595004137
8	0.2525998296
9	0.2472932413
10	0.2397338381
11	0.2346332652
12	0.2299851144
13	0.22426556
14	0.2178136296
15	0.2149537457
16	0.2114772602
17	0.2075451319
18	0.204339149
19	0.1983929527
20	0.1954661838
21	0.1922797232
22	0.1889623546
23	0.183716507
24	0.1804822775
25	0.1765304258
26	0.1738367434
27	0.1717903248
28	0.1695434308
29	0.1677573174
30	0.1654479968
31	0.162386693
32	0.1601802189
33	0.15820368
34	0.1566268082
35	0.1556052584
36	0.1535101992
37	0.151571077
38	0.1490533889
39	0.1467430399
40	0.1438277245
41	0.1417200883
42	0.1401542153
43	0.1391993416
44	0.1381624335
45	0.1360952577
46	0.1347889809
47	0.1292435888
48	0.1270260443
49	0.1250938178
50	0.1214779733
51	0.1203101045
52	0.1176379806
53	0.1156571928
54	0.1136944647
55	0.1118194969
56	0.1100780471
57	0.1091269178
58	0.1078497047
59	0.106769994
60	0.1055087631
61	0.1054500442
62	0.1026301001
63	0.1011130284
64	0.09852058471
65	0.09718797302
66	0.095870452
67	0.09419933198
68	0.09272395094
69	0.09225403223
70	0.09157237562
71	0.09103390937
72	0.09031892747
73	0.08956355293
74	0.08861168472
75	0.08738490714
76	0.08645575455
77	0.08561148892
78	0.08488993168
79	0.08382886369
80	0.08316602065
81	0.08243671254
82	0.08178397486
83	0.08086652356
84	0.08004644712
85	0.07952675301
86	0.07932956359
87	0.07815124857
88	0.07691825364
89	0.07565056635
90	0.07493306886
91	0.07381078313
92	0.07289650924
93	0.07179913861
94	0.07031202072
95	0.06970698781
96	0.06883049662
97	0.06770557155
98	0.0670386302
99	0.06590393987
100	0.0650702221
101	0.06456685459
102	0.0630384412
103	0.06203623076
104	0.06149208853
105	0.06079420379
106	0.06010578333
107	0.05934825981
108	0.05874574119
109	0.05776607915
110	0.05666035374
111	0.05612264464
112	0.05516888197
113	0.05462223439
114	0.05377007031
115	0.05311786727
116	0.05278199274
117	0.05267159102
118	0.05209043473
119	0.05092239039
120	0.05057005907
121	0.04977995941
122	0.04925327391
123	0.04883320624
124	0.04820214325
125	0.04734666071
126	0.04687618457
127	0.04623124392
128	0.04590215355
129	0.04539984291
130	0.0452229445
131	0.04434042959
132	0.04420615927
133	0.0437968133
134	0.0433961786
135	0.04293893731
136	0.04269187684
137	0.04245012085
138	0.04185768471
139	0.04119930566
140	0.04082572128
141	0.04019899522
142	0.03978568222
143	0.0393867621
144	0.03903314535
145	0.03877894492
146	0.03849995046
147	0.03779281702
148	0.03710953239
149	0.03694432804
150	0.03673795629
151	0.03642711534
152	0.03614177047
153	0.03560509508
154	0.03539668594
155	0.0350304438
156	0.03471592626
157	0.03434785606
158	0.0342253653
159	0.03386540641
160	0.03339299573
161	0.0330540393
162	0.03271575612
163	0.03243994386
164	0.03208812979
165	0.03152839827
166	0.0312093234
167	0.03083276406
168	0.03074501195
169	0.03052592876
170	0.0302947037
171	0.03002723576
172	0.0299277045
173	0.02943370923
174	0.02916463898
175	0.02886229673
176	0.02862457547
177	0.02819981617
178	0.0280457708
179	0.02784178926
180	0.0277783626
181	0.02722806115
182	0.02697922399
183	0.02658807842
184	0.026323422
185	0.02623140492
186	0.02599553083
187	0.02563101498
188	0.02544285516
189	0.02510378653
190	0.02494951938
191	0.02479516182
192	0.02458378466
193	0.02425934918
194	0.02393653902
195	0.02368853832
196	0.02348850837
197	0.02335079282
198	0.02321991408
199	0.02310411821
