iter	F1	Logloss
881	0.9992337721	0.01488930777
882	0.9992337721	0.01487989999
883	0.9992395306	0.01486292318
884	0.9992424099	0.01482207634
885	0.9992452892	0.0148040647
886	0.9992452892	0.01476145373
887	0.9992452892	0.01472712138
888	0.9992539271	0.01470189129
889	0.9992568064	0.01468324045
890	0.9992568064	0.01467402556
891	0.9992625652	0.01458553017
892	0.9992654446	0.01456464214
893	0.9992625652	0.01454470445
894	0.9992654446	0.01453494328
895	0.999268324	0.01451900552
896	0.9992740829	0.01446596039
897	0.9992769623	0.01442715786
898	0.9992769623	0.01441039646
899	0.9992798418	0.0143899829
900	0.9992827213	0.01437429575
901	0.9992827213	0.01434283276
902	0.9992884803	0.01432921386
903	0.9992913599	0.01431413072
904	0.999297119	0.01429904335
905	0.9992999986	0.01428872746
906	0.9992999986	0.01424790596
907	0.9992999986	0.01423801526
908	0.999297119	0.01421820569
909	0.999297119	0.01418417323
910	0.999297119	0.01417062614
911	0.9992999986	0.01408613209
912	0.9992999986	0.0140638854
913	0.9993057578	0.01404313253
914	0.9993143968	0.01400210547
915	0.9993201562	0.01394839861
916	0.999323036	0.01393914148
917	0.999323036	0.01391653999
918	0.9993172765	0.01384150441
919	0.9993201562	0.01381828203
920	0.999323036	0.01379557495
921	0.999323036	0.01378568424
922	0.9993259157	0.01377057857
923	0.9993316752	0.01375126319
924	0.9993316752	0.01371600583
925	0.9993287955	0.01368615492
926	0.9993316752	0.01367240368
927	0.999334555	0.01362859878
928	0.9993374348	0.01361633149
929	0.9993374348	0.01359664724
930	0.9993431945	0.01355520344
931	0.9993460744	0.01353178394
932	0.9993518341	0.01351887323
933	0.999354714	0.01350954007
934	0.999354714	0.01345366077
935	0.9993518341	0.01344286337
936	0.999354714	0.01341279563
937	0.999357594	0.01339320852
938	0.9993604739	0.01336775176
939	0.9993633539	0.01334812663
940	0.9993633539	0.01333000236
941	0.9993633539	0.01331598924
942	0.9993633539	0.01329830143
943	0.9993633539	0.01324715418
944	0.9993662339	0.01323433499
945	0.9993633539	0.01321195032
946	0.999380634	0.01312900781
947	0.9993863941	0.01310635564
948	0.9993835141	0.01306485693
949	0.9993835141	0.01305273748
950	0.9993863941	0.01301448967
951	0.9993863941	0.01300523113
952	0.9993921544	0.01299401135
953	0.9993921544	0.01297632635
954	0.9993921544	0.01294081556
955	0.9993950345	0.01293267491
956	0.9993921544	0.0128632443
957	0.9993921544	0.01284671662
958	0.9994007949	0.01280964303
959	0.999403675	0.01280087304
960	0.999403675	0.01278484799
961	0.999403675	0.01274802501
962	0.9994065553	0.01273442723
963	0.9994094355	0.01271030378
964	0.9994123157	0.01269701715
965	0.9994238369	0.01268288577
966	0.9994267172	0.0126705692
967	0.9994267172	0.01265216475
968	0.9994295975	0.01262933659
969	0.9994324779	0.01259049323
970	0.9994324779	0.01257136089
971	0.9994353583	0.01251606729
972	0.9994324779	0.01250389996
973	0.9994324779	0.01248494924
974	0.9994267172	0.01248071841
975	0.9994267172	0.01242982881
976	0.9994267172	0.01240472825
977	0.9994324779	0.01238932833
978	0.9994324779	0.01238364733
979	0.9994295975	0.01230989015
980	0.9994295975	0.01228643687
981	0.9994295975	0.01228030111
982	0.9994324779	0.01226518559
983	0.9994324779	0.01225050088
984	0.9994324779	0.01221600099
985	0.9994382386	0.01220115297
986	0.9994382386	0.01219173815
987	0.999441119	0.01216531413
988	0.9994439995	0.01215860817
989	0.999441119	0.01214963684
990	0.9994468799	0.0121281617
991	0.9994526408	0.01211433161
992	0.9994584018	0.01209713798
993	0.9994555213	0.01208574221
994	0.9994584018	0.01207409159
995	0.9994612824	0.01204695798
996	0.9994584018	0.01201082911
997	0.9994612824	0.01199783534
998	0.9994612824	0.01197435671
999	0.9994641629	0.01194764689
