iter	F1	Logloss
108	0.9464366095	0.2040413197
109	0.946721238	0.2034150728
110	0.9469212562	0.2022331107
111	0.9470081718	0.2017942648
112	0.9471812806	0.2011490053
113	0.9474690563	0.2004306236
114	0.9483065411	0.198852887
115	0.948494231	0.1981588342
116	0.9493810676	0.1963641188
117	0.9503416009	0.1943620437
118	0.9508341453	0.1927830005
119	0.9508745251	0.1920139558
120	0.9515140543	0.1906208044
121	0.9518754699	0.1900593448
122	0.9521477002	0.189185798
123	0.9532434677	0.1869967386
124	0.9534078201	0.186344552
125	0.9539941914	0.1854575454
126	0.9542665121	0.1846201205
127	0.9549838785	0.1831289884
128	0.9551932945	0.1825118987
129	0.9558561149	0.1809727055
130	0.9565263614	0.1797647925
131	0.9571752334	0.1781511706
132	0.9571952612	0.1775428776
133	0.9572986437	0.1769002087
134	0.9576602917	0.1759501269
135	0.9577864177	0.175527185
136	0.9576493901	0.1750519807
137	0.9582840915	0.1734763842
138	0.9594626359	0.1711019174
139	0.9594611885	0.1707711442
140	0.9600369538	0.1692576091
141	0.9604673627	0.1678692671
142	0.9605721983	0.1673683935
143	0.9612165202	0.1659088216
144	0.9614420795	0.1653096183
145	0.9617104102	0.1645449438
146	0.961828682	0.1637702224
147	0.9621675521	0.1631529863
148	0.9626121327	0.1618774475
149	0.9631496359	0.1604704984
150	0.9634613558	0.1598317491
151	0.9639561453	0.1584786842
152	0.9641186306	0.1579346604
153	0.964705619	0.1563331805
154	0.9651525647	0.1551706365
155	0.9652930036	0.154631028
156	0.9655700546	0.1537205596
157	0.9663869247	0.1520951449
158	0.9667725349	0.1510087868
159	0.9675072156	0.1493081549
160	0.967590148	0.1487734685
161	0.9679073251	0.1478004656
162	0.9679703672	0.1471864283
163	0.9679200224	0.1468670874
164	0.9679492961	0.1465466991
165	0.9684639461	0.1456772972
166	0.9685249626	0.1452756094
167	0.9687459412	0.1443895264
168	0.9688518089	0.1440915073
169	0.9690471446	0.143647897
170	0.9694935752	0.1425227927
171	0.9698845034	0.1415493392
172	0.9700014444	0.1410068135
173	0.9702911778	0.1399443339
174	0.9711132947	0.1380523587
175	0.9713742952	0.1371883408
176	0.9715817309	0.1365334961
177	0.9717185537	0.1358545702
178	0.9718742361	0.1354302879
179	0.972077806	0.1347590098
180	0.9721474278	0.1345673062
181	0.9723626513	0.1338921197
182	0.9725148876	0.1331947668
183	0.9725451762	0.1330333055
184	0.9726751034	0.1327208354
185	0.9727676085	0.1323806009
186	0.9731183875	0.1313331016
187	0.9735732106	0.1300283568
188	0.9736473097	0.1294880837
189	0.97372765	0.1289781881
190	0.9738899685	0.1285049325
191	0.9743105261	0.1275280662
192	0.9744792071	0.1269370739
193	0.9745545187	0.1264048654
194	0.9747250332	0.1256803564
195	0.9748889872	0.1253624911
196	0.9751080617	0.1246681793
197	0.9753640133	0.1240424505
198	0.9755660105	0.1234967485
199	0.9758420393	0.1226753401
200	0.9759437774	0.1222565432
201	0.9762240767	0.1215753082
202	0.9764920313	0.1206037245
203	0.9766991072	0.1201194082
204	0.9767656207	0.1197151523
205	0.9773253438	0.1185836166
206	0.9773870202	0.1182954642
207	0.9774651732	0.117766263
208	0.9775836274	0.1174194394
209	0.977578079	0.1171052685
210	0.977936079	0.1161657067
211	0.9780601393	0.1158939426
212	0.9781079732	0.115424066
213	0.9780990136	0.1152433217
214	0.9784342031	0.1144984483
215	0.9786058857	0.1137072035
216	0.9787627785	0.1130725879
217	0.9790333418	0.112485763
218	0.9791769825	0.1120299995
219	0.979319459	0.1113796263
220	0.9794631341	0.1110519055
221	0.9797483111	0.1103804923
222	0.9798301931	0.1101209603
223	0.9798686035	0.1098180077
224	0.9799477097	0.1094418879
225	0.9802123373	0.1088568089
226	0.9803806172	0.1083002714
227	0.980555654	0.1076737204
228	0.9805551074	0.1073409648
229	0.9807268107	0.1070034673
230	0.9809855404	0.1064727569
231	0.9811266172	0.1060575868
232	0.9811032414	0.105749791
233	0.9811996877	0.1052167715
234	0.9813587623	0.1045566105
235	0.9814569814	0.1042297794
236	0.981516639	0.1039920534
237	0.9816763087	0.1033543854
238	0.981794624	0.1030128331
239	0.9818421095	0.1027539656
240	0.9820211091	0.1022892702
241	0.9821724919	0.1017956953
242	0.9822476048	0.1014535798
243	0.9823459101	0.101156473
244	0.9824013294	0.1008722402
245	0.9823873524	0.1006425225
246	0.9826255553	0.1002443714
247	0.9826670223	0.09985689809
248	0.9829290188	0.0991736132
249	0.9830026862	0.09878634259
250	0.9831211233	0.09846070549
251	0.9834433623	0.09766873974
252	0.9835030458	0.09747900721
253	0.9835501939	0.09718201302
254	0.9837429823	0.09627904614
255	0.9837878009	0.09597689329
256	0.9839380214	0.09565188694
257	0.9841606849	0.09487199559
258	0.9844178811	0.09410229765
259	0.9844959782	0.09381292317
260	0.9846663013	0.09346203908
261	0.9847063819	0.093264608
262	0.9847484555	0.09313301731
263	0.9847624809	0.09306231111
264	0.984884316	0.0928187957
265	0.9848983437	0.09258564264
266	0.9851492784	0.09191893189
267	0.9854496901	0.09104635939
268	0.9854798236	0.09070188419
269	0.9855820812	0.09048382413
270	0.9856326476	0.09002338063
271	0.9857854873	0.08942850243
272	0.986111251	0.08864618945
273	0.9861498939	0.0883900083
274	0.9864413077	0.08755450375
275	0.9865260418	0.08739722118
276	0.986511286	0.08720252148
277	0.9865478594	0.08696437872
278	0.9865678972	0.08677666235
279	0.9867173714	0.08615303423
280	0.9867711808	0.0858319025
281	0.9868781406	0.08534644292
282	0.9869872811	0.08475529291
283	0.9870608253	0.08449059661
284	0.9870861715	0.08427512714
285	0.9870977623	0.08406069391
286	0.9871907086	0.0836780751
287	0.9873916895	0.083009917
288	0.9874311386	0.08289823443
289	0.9875325934	0.08246387141
290	0.9877443281	0.08172176325
291	0.9877866238	0.08158790861
292	0.9878342629	0.08114916412
293	0.9879702428	0.08075887491
294	0.9880069143	0.08054885131
295	0.9881087716	0.08024275626
296	0.9881000159	0.08012254727
297	0.9882837343	0.07953077215
298	0.9882978469	0.07941641452
299	0.9883119599	0.07927954691
300	0.9883653105	0.07893185037
301	0.9884446417	0.07857657355
302	0.9885152317	0.07833006769
303	0.988531898	0.07818708967
304	0.9885855568	0.07793730052
305	0.9886988128	0.07745731497
306	0.9887645951	0.07720419184
307	0.9888015882	0.07695663849
308	0.9889004747	0.07651044886
309	0.9889600783	0.07626543541
310	0.9890422943	0.07597433199
311	0.989144049	0.07535298472
312	0.9892147243	0.0751003065
313	0.9892882373	0.0748963201
314	0.9893874621	0.07466503114
315	0.9894214005	0.07452628254
316	0.9894638267	0.07430504057
317	0.989475141	0.074048713
318	0.9896175509	0.07370657496
319	0.9897139838	0.07332698038
320	0.989881644	0.07279659096
321	0.9898616019	0.07263793988
322	0.9899031353	0.07225635731
323	0.9899743648	0.07210008844
324	0.9900257768	0.07197720439
325	0.9901218199	0.0715861549
326	0.9901503596	0.07141170122
327	0.9902638618	0.07106815526
328	0.9902895704	0.07098236732
329	0.990332489	0.0707734588
330	0.9904457994	0.07022661351
331	0.990519256	0.06984633186
332	0.990547801	0.06975672562
333	0.9905931417	0.06944579293
334	0.9907040829	0.06908579109
335	0.9907324274	0.06888821358
336	0.9907832514	0.06866882444
337	0.990769077	0.06856604562
338	0.9908089656	0.06844055971
339	0.990922768	0.06798616467
340	0.9910191818	0.06751765093
341	0.9911356585	0.06706667997
342	0.9913232693	0.06634022798
343	0.9913883548	0.06595229283
344	0.9914082204	0.06578352155
345	0.9914224107	0.06566899497
346	0.9915701865	0.06526192888
347	0.9916241273	0.065092341
348	0.991672565	0.06489012296
349	0.9917066381	0.06460980991
350	0.991743888	0.06448384531
351	0.9917864829	0.06438404566
352	0.9919452151	0.0637148457
353	0.9919423742	0.06347717601
354	0.9920282385	0.06320895425
355	0.9920250819	0.06300171272
356	0.9920875911	0.06280966556
357	0.9922071003	0.06218430851
358	0.9922696303	0.06186501835
359	0.9923520682	0.06156424527
360	0.9923947139	0.06147324236
361	0.9924431937	0.06128967657
362	0.9924574106	0.06108630966
363	0.9924886893	0.060957884
364	0.9925683167	0.06068586083
365	0.9927052544	0.06031700594
366	0.9927968143	0.06006485147
367	0.9928080622	0.05983913227
368	0.9928906979	0.05959277284
369	0.9929421676	0.05939026195
370	0.9929563944	0.05920974291
371	0.9929677762	0.05912513201
372	0.9930447329	0.05878269549
373	0.9930760378	0.05863137691
374	0.9931044986	0.05829653758
375	0.9931386537	0.05799168714
376	0.9932499058	0.0577884216
377	0.9932612931	0.05768012932
378	0.9932755277	0.05753721889
379	0.993306845	0.05726994889
380	0.9933580959	0.05712987684
381	0.9934492216	0.05677112524
382	0.9934548086	0.05629564506
383	0.9935148354	0.05614913033
384	0.9934947907	0.05610285451
385	0.9935518636	0.05600889496
386	0.9935833019	0.05578369952
387	0.9936346805	0.05563838997
388	0.9936375292	0.05549519232
389	0.9936717151	0.0553330552
390	0.9936916579	0.05520561509
391	0.9937914816	0.05483588165
392	0.9938257731	0.05473638048
393	0.9938400214	0.0545675191
394	0.99385427	0.05451370242
395	0.9939397706	0.05425641745
396	0.9939511717	0.05410982388
397	0.9939739749	0.05397865557
398	0.9939967791	0.05386754744
399	0.9940195843	0.05367032473
400	0.994059496	0.05357727188
401	0.9940966467	0.05333027606
402	0.9941478833	0.05301124496
403	0.9942449241	0.05266723157
404	0.9942533984	0.05245259559
405	0.9943190001	0.05217540814
406	0.9943475253	0.05187838016
407	0.9943731994	0.05173418006
408	0.9944531575	0.05134647018
409	0.9944788362	0.05108627925
410	0.9945187834	0.05099795141
411	0.9945473191	0.05083054301
412	0.9946101033	0.0506296991
413	0.9946444208	0.0504693923
414	0.9946586916	0.0503188002
415	0.9946786713	0.05023483694
416	0.994675817	0.05018795853
417	0.9947443895	0.05004632087
418	0.9948358062	0.04985277567
419	0.9948814885	0.04963436645
420	0.9949128975	0.04946064489
421	0.9949157529	0.04939424695
422	0.9949443085	0.04931290244
423	0.9949214639	0.04917330909
424	0.9949700669	0.04909790604
425	0.9950043363	0.04874064685
426	0.9950100481	0.04864286335
427	0.9950100481	0.04857881384
428	0.9950328959	0.04838672726
429	0.9950529428	0.04832654674
430	0.9950815042	0.04793358247
431	0.995130114	0.04784485477
432	0.9951129237	0.04776625854
433	0.9951643417	0.0475483618
434	0.9951729118	0.04745071347
435	0.9952214789	0.04727341014
436	0.9952443357	0.04721637212
437	0.9952643832	0.04691744625
438	0.9953472482	0.04665328214
439	0.9953701099	0.04648083335
440	0.9953758255	0.04639736005
441	0.9954244108	0.04619001715
442	0.9954872929	0.04585441191
443	0.9954872929	0.04582354729
444	0.9955187369	0.04576601367
445	0.995535889	0.04563453281
446	0.9955845259	0.04515508226
447	0.995604574	0.04505634701
448	0.9956674745	0.04481570095
449	0.9956588967	0.04470015221
450	0.9956731931	0.04459937265
451	0.9956789118	0.0444436219
452	0.9956960683	0.04433025827
453	0.9957389927	0.04422549989
454	0.9957647298	0.04406798079
455	0.9958305085	0.04379289678
456	0.9958734124	0.04362508853
457	0.9958791332	0.04356712127
458	0.9958648313	0.04348425057
459	0.9958591107	0.04335844647
460	0.9959535094	0.04294553747
461	0.995962092	0.04291530924
462	0.9959678138	0.04281208551
463	0.9959935628	0.04278093085
464	0.9959821187	0.04266533706
465	0.9960164519	0.0425017188
466	0.9960250356	0.04239345187
467	0.9960221743	0.04228614514
468	0.9960593718	0.04219473394
469	0.9960650947	0.04207393362
470	0.9960822639	0.04184744007
471	0.9961137422	0.04172136002
472	0.9961566705	0.04157245181
473	0.9961538085	0.04143266697
474	0.996193878	0.04121879128
475	0.9962110516	0.04111748233
476	0.9962282258	0.04103551552
477	0.9962454006	0.04088186822
478	0.9963169687	0.0405240543
479	0.9963312835	0.04037632593
480	0.9963312835	0.04023101639
481	0.996351325	0.04017715465
482	0.996388547	0.04005764118
483	0.9963914104	0.03996708037
484	0.9963828204	0.03986143218
485	0.9963828118	0.03968972678
486	0.9964057196	0.0396013032
487	0.9964544082	0.03941456393
488	0.9964572659	0.03930238296
489	0.9964486745	0.039269719
490	0.9964773131	0.03903482856
491	0.9965030938	0.03892547471
492	0.996520278	0.03881037651
493	0.9965317346	0.03865922124
494	0.9965345954	0.03852625641
495	0.9965374597	0.03846282639
496	0.9965603745	0.03841210997
497	0.9965804259	0.03831281155
498	0.9966291255	0.03799112791
499	0.9966405849	0.03794693583
500	0.9966405849	0.03789041311
501	0.9966463147	0.03784960006
502	0.9966520446	0.03777792802
503	0.9966778298	0.0377205718
504	0.9966806949	0.03766228072
505	0.9967150775	0.03740332596
506	0.996746597	0.03726423101
507	0.996752328	0.03722729258
508	0.9967380006	0.03713543647
509	0.996752328	0.03708131286
510	0.9967637903	0.03692294055
511	0.9967695215	0.03685180916
512	0.9967723871	0.03677843071
513	0.9967752528	0.0367571935
514	0.9967981786	0.03665288004
515	0.9968067761	0.0365128277
516	0.9968440334	0.03633902448
517	0.9969013393	0.03618277251
518	0.9969128042	0.03615157843
519	0.9969328684	0.03608457509
520	0.9969386012	0.0359142917
521	0.9969414676	0.03584873007
522	0.9969529334	0.03574862913
523	0.9969643995	0.03565719258
524	0.9969873202	0.03546822878
525	0.99699592	0.03539300595
526	0.9969987866	0.03530664358
527	0.9970303208	0.03524962245
528	0.9970589899	0.03504927414
529	0.9970704581	0.03493475037
530	0.997067591	0.03488381994
531	0.997064724	0.03480552219
532	0.9970704581	0.03472803259
533	0.9970733251	0.03470756975
534	0.9970962623	0.0345896585
535	0.99713067	0.03435187617
536	0.9971535919	0.03431037324
537	0.9971736644	0.03425757871
538	0.9971822671	0.03418595173
539	0.9971880024	0.0340044218
540	0.9971851348	0.03394522683
541	0.9972023408	0.03389708692
542	0.9972453585	0.03367499736
543	0.9972539625	0.03360941321
544	0.9972539411	0.03353288382
545	0.9972654347	0.03345853953
546	0.9972625666	0.03341173152
547	0.9972797753	0.03331310609
548	0.9972883799	0.03326103805
549	0.9972912481	0.03322477543
550	0.9972969846	0.03318324152
551	0.9973084346	0.03313774288
552	0.9973084346	0.03304156162
553	0.9973514599	0.03287062213
554	0.9973571969	0.03283274884
555	0.9973858829	0.03274769021
556	0.9974059641	0.03267045967
557	0.9974088329	0.03264929004
558	0.9974174394	0.03254717576
559	0.9974203083	0.03249041932
560	0.9974461288	0.03223992621
561	0.9974432598	0.03212797051
562	0.9974662124	0.03200447823
563	0.997494875	0.03189995357
564	0.9975006134	0.0318622267
565	0.9975493929	0.0315581816
566	0.9975522624	0.03151717707
567	0.9975723496	0.03147905317
568	0.9975723496	0.03140857505
569	0.997578089	0.03129559438
570	0.9975809587	0.03113065267
571	0.997601047	0.03106463769
572	0.997629746	0.03099284738
573	0.9976555765	0.03093148702
574	0.9976584467	0.03088287967
575	0.997664187	0.03064718953
576	0.9976727976	0.03060824058
577	0.9976785381	0.03055727917
578	0.9977072416	0.03035369544
579	0.9977359467	0.03026957449
580	0.9977359467	0.03024037123
581	0.9977359467	0.03011780819
582	0.9977445586	0.03007101989
583	0.9977531706	0.03002370784
584	0.9977531706	0.02998080542
585	0.997758912	0.02991879459
586	0.9977790075	0.02985407491
587	0.9977818784	0.02978655063
588	0.9977876201	0.02973914002
589	0.9977991038	0.02968850526
590	0.9978163299	0.02959708279
591	0.9978364277	0.02949751405
592	0.9978479125	0.02946000118
593	0.9978593976	0.02940132433
594	0.9978593976	0.02930156974
595	0.9978737543	0.0291954316
596	0.9978766257	0.02915835238
597	0.9978737543	0.02912711888
598	0.9979225703	0.02892886557
599	0.997925442	0.02883368956
600	0.9979311854	0.02875727561
601	0.9979541597	0.02851461059
602	0.9979742631	0.02847474648
603	0.9979857511	0.02838264539
604	0.997982879	0.02835673387
605	0.997980007	0.02818156778
606	0.9979886231	0.02800765756
607	0.9980001114	0.02780805263
608	0.9980029836	0.02778903996
609	0.9980144722	0.02763669358
610	0.998034578	0.02739800173
611	0.998034578	0.02728591368
612	0.998043195	0.02720368217
613	0.9980604295	0.02699944516
614	0.9980604295	0.02695374942
615	0.9980661745	0.02689876697
616	0.998074792	0.02686465003
617	0.9980862823	0.02680737266
618	0.9980949003	0.02667472884
619	0.998106391	0.02661022035
620	0.9981092638	0.02656598322
621	0.9981178821	0.02652755238
622	0.9981265005	0.02647310777
623	0.9981265005	0.02642914377
624	0.998137992	0.02637247744
625	0.9981523568	0.02625592907
626	0.9981581028	0.02622318064
627	0.998166722	0.02614556151
628	0.9981925803	0.02605698587
629	0.9981868339	0.02595166433
630	0.9981954535	0.02590237273
631	0.9982098199	0.02580876797
632	0.9982270602	0.02577044133
633	0.9982270602	0.02569109044
634	0.9982414275	0.02556466686
635	0.9982414275	0.02547373717
636	0.9982644161	0.02541415642
637	0.9982672897	0.02535275382
638	0.9982672897	0.02529139627
639	0.9982902795	0.02524434328
640	0.9983075225	0.02520178721
641	0.9983046486	0.0251697512
642	0.9983161442	0.02504836236
643	0.9983276401	0.02496840044
644	0.9983333881	0.02477735009
645	0.9983276401	0.02475506258
646	0.9983305141	0.02473532623
647	0.9983448844	0.02466223499
648	0.9983477585	0.0246075454
649	0.9983506326	0.02454404779
650	0.9983448844	0.02450449907
651	0.9983391362	0.02444439457
652	0.9983563809	0.02437510757
653	0.9983650035	0.02434804998
654	0.9983592551	0.02433625999
655	0.9983535068	0.02430568821
656	0.998370752	0.02410058955
657	0.9983822491	0.02400384511
658	0.9983822491	0.02394612002
659	0.9983793748	0.02390883242
660	0.9983908721	0.02387349622
661	0.9983908721	0.02381724664
662	0.9983994953	0.02380334193
663	0.9983994953	0.02375492606
664	0.9983966209	0.02371247982
665	0.9983994953	0.02365594583
666	0.9984167421	0.02357126734
667	0.9984167421	0.02353727008
668	0.9984253657	0.02351044481
669	0.9984253657	0.02348075158
670	0.9984397387	0.02341728214
671	0.9984483627	0.02336955616
672	0.9984569869	0.02327113347
673	0.9984569869	0.02324881497
674	0.9984569869	0.02316707906
675	0.998468486	0.02300495602
676	0.9984742357	0.02296011771
677	0.9984799854	0.02292444078
678	0.9984886101	0.02288292095
679	0.9984886101	0.02286064329
680	0.998491485	0.02282436237
681	0.99851161	0.02278419837
682	0.9985231104	0.02273473923
683	0.9985288607	0.02264832195
684	0.9985432367	0.02260470853
685	0.9985518625	0.02257765377
686	0.9985518625	0.02255025124
687	0.9985432367	0.02250823301
688	0.9985547378	0.02243607382
689	0.9985662392	0.02238105055
690	0.9985662392	0.02235136577
691	0.9985691146	0.0223186103
692	0.9985691146	0.02229393212
693	0.9985748654	0.0222254772
694	0.9985748654	0.02218194544
695	0.99857199	0.02215084428
696	0.9985949938	0.02206304442
697	0.9985863672	0.02203547857
698	0.9985834917	0.02200800284
699	0.9986007449	0.02191892035
700	0.9986122473	0.02181054782
701	0.9986122473	0.02178114041
702	0.9986179986	0.02174982243
703	0.9986295014	0.02172884429
704	0.9986381287	0.02167897544
705	0.9986438803	0.02164287191
706	0.998649632	0.02160117328
707	0.9986467562	0.02156779128
708	0.998649632	0.02152924077
709	0.9986553838	0.02150993947
710	0.9986640115	0.02148170345
711	0.9986927717	0.02143889678
712	0.9986927717	0.02141431574
713	0.998698524	0.02138829721
714	0.9986956478	0.02136126075
715	0.9986956478	0.02133703874
716	0.9986927717	0.02124247659
717	0.9986956478	0.02116805909
718	0.9987014001	0.02106531969
719	0.9987071524	0.02104805566
720	0.9987071524	0.02102050953
721	0.9987071524	0.02100819578
722	0.9987071524	0.0209940123
723	0.9987071524	0.020866858
724	0.9987215336	0.02077199456
725	0.9987272862	0.02075191608
726	0.9987330388	0.02070047317
727	0.9987445443	0.0206168816
728	0.9987359151	0.02055715021
729	0.9987445443	0.02050354471
730	0.9987474207	0.02046736938
731	0.9987474207	0.0204457971
732	0.99875605	0.02041631365
733	0.9987589265	0.02030807488
734	0.9987589265	0.0202843907
735	0.9987589265	0.02023272955
736	0.998767556	0.02017008516
737	0.9987646795	0.02011608263
738	0.998767556	0.02007540192
739	0.9987733091	0.02000524904
740	0.9987876922	0.01998173099
741	0.9987876922	0.01991507963
742	0.9987963222	0.0198718013
743	0.9987963222	0.01981697935
744	0.9987876922	0.01980397009
745	0.9988078291	0.0197752596
746	0.9988164595	0.01966021067
747	0.9988394746	0.01961769966
748	0.9988423515	0.01958047542
749	0.9988423515	0.01954668653
750	0.9988567365	0.01950461339
751	0.9988653678	0.01947952128
752	0.9988624907	0.0194461069
753	0.9988653678	0.01941573787
754	0.9988653678	0.01937886139
755	0.9988739991	0.01936956624
756	0.998871122	0.01928248864
757	0.9988797535	0.01925436526
758	0.9988826307	0.01921631738
759	0.9988912623	0.01917923112
760	0.9988970169	0.01915212708
761	0.9989056488	0.01906017945
762	0.9989027714	0.01904532298
763	0.9989142808	0.01899121204
764	0.9989171582	0.01887853689
765	0.9989171582	0.01884751317
766	0.9989257905	0.01879919163
767	0.9989373004	0.0187609199
768	0.9989401779	0.01873266276
769	0.9989574434	0.01868983637
770	0.998960321	0.01864279324
771	0.9989775872	0.01858516107
772	0.9989747095	0.01856812372
773	0.9989833427	0.01854169126
774	0.9989862205	0.01851391423
775	0.9989890983	0.0184956027
776	0.9989890983	0.01847899618
777	0.9989919761	0.01844283211
778	0.998994854	0.01842878802
779	0.998994854	0.01834391242
780	0.9989977318	0.01831733072
781	0.9990006097	0.01828619155
782	0.9990034876	0.0182446689
783	0.9990092434	0.01822394137
784	0.9990207552	0.0180909146
785	0.9990149993	0.01798208872
786	0.9990265113	0.01792329923
787	0.9990265113	0.01789909693
788	0.9990265113	0.01787740638
789	0.9990265113	0.01786495747
790	0.9990265113	0.01780277487
791	0.9990293893	0.01771950854
792	0.9990293893	0.0176709561
793	0.9990293893	0.01764050823
794	0.9990293893	0.01761583145
795	0.9990409016	0.01754076208
796	0.9990437797	0.01750042491
797	0.999049536	0.01747878082
798	0.9990552923	0.01745597659
799	0.9990668052	0.01742525558
800	0.9990668052	0.0174019276
801	0.9990696835	0.0173921439
802	0.9990725618	0.0173834612
803	0.9990725618	0.01737250048
804	0.9990754401	0.01734796168
805	0.9990783184	0.01731096975
806	0.9990783184	0.01727559694
807	0.9990811967	0.01725992246
808	0.9990840751	0.01723062064
809	0.9990840751	0.01717079774
810	0.9990840751	0.01712266909
811	0.9990840751	0.01710027034
812	0.9990869535	0.01705629368
813	0.9990869535	0.01703690368
814	0.9990898318	0.01701134554
815	0.9990927102	0.01696470226
816	0.9990927102	0.01695009359
817	0.9990927102	0.01691042519
818	0.999104224	0.01688593567
819	0.999104224	0.01684144652
820	0.999109981	0.01682787267
821	0.9991128595	0.01680569497
822	0.999115738	0.0167591432
823	0.999115738	0.01670099996
824	0.999115738	0.01665078476
825	0.999115738	0.01663218461
826	0.9991186166	0.01661131206
827	0.9991330096	0.01658098104
828	0.9991387669	0.01656968241
829	0.9991358882	0.01654898304
830	0.9991387669	0.01652150308
831	0.9991416456	0.0164981568
832	0.9991387669	0.01645668484
833	0.9991416456	0.01643745112
834	0.999147403	0.01639604815
835	0.9991502817	0.01630778507
836	0.9991502817	0.01626264123
837	0.9991502817	0.01622290525
838	0.9991531605	0.01620885693
839	0.9991531605	0.01618872355
840	0.9991502817	0.01617560728
841	0.9991560392	0.01615988071
842	0.9991617968	0.0160670658
843	0.9991617968	0.01604875005
844	0.9991617968	0.0159547905
845	0.9991617968	0.01593672254
846	0.9991617968	0.01592046518
847	0.9991675545	0.0158932288
848	0.9991617968	0.01586037195
849	0.999176191	0.01584996173
850	0.999176191	0.01583692853
851	0.9991790699	0.01576136497
852	0.9991848278	0.01574575104
853	0.9991877067	0.01573319231
854	0.9991905857	0.01570834377
855	0.9991934647	0.01568833147
856	0.9991877067	0.01566712242
857	0.9991963437	0.01554384134
858	0.9991963437	0.01553031677
859	0.9991934647	0.01551269231
860	0.9992021017	0.01549312773
861	0.9992078598	0.01537985139
862	0.9992049808	0.01536286895
863	0.9992078598	0.01533852444
864	0.9992078598	0.01530603648
865	0.9992049808	0.0152757294
866	0.9992078598	0.01524535051
867	0.9992078598	0.01522366277
868	0.9992078598	0.01520330834
869	0.9992078598	0.01519588151
870	0.9992078598	0.01518061956
871	0.999213618	0.01516859866
872	0.9992164971	0.01514315175
873	0.9992164971	0.0151359685
874	0.9992164971	0.01511332055
875	0.9992193762	0.01501602561
876	0.9992164971	0.01499465606
877	0.9992193762	0.01497956588
878	0.9992280137	0.014962896
879	0.9992366514	0.01492804271
880	0.9992366514	0.01491135594
